City_ID,City,Country,Date,Lat,Lng,Overall Weather,Weather Description,Max Temp,Humidity,Cloudiness,Wind Speed,Rain Inches (last 3 hrs),Snow Inches (last 3 hrs)
444,Eppingen,DE,2021-06-25 15:25:30,49.1369,8.9103,Clouds,overcast clouds,72.75,69,97,7.78,0,0
445,Vostok,RU,2021-06-25 15:25:31,46.4856,135.8833,Clear,clear sky,58.66,87,8,6.04,0,0
446,Mahabad,IR,2021-06-25 15:25:31,36.7631,45.7222,Clouds,broken clouds,94.64,9,77,11.92,0,0
447,Sikasso,ML,2021-06-25 15:25:31,10.9167,-7.0,Clouds,broken clouds,93.72,35,54,7.87,0,0
448,Bambanglipuro,ID,2021-06-25 15:25:32,-7.95,110.2833,Clouds,broken clouds,63.61,91,69,5.39,0,0
449,Ouallam,NE,2021-06-25 15:25:32,14.3188,2.0866,Clouds,broken clouds,101.35,25,83,3.6,0,0
450,Springdale,US,2021-06-25 15:22:19,36.1867,-94.1288,Clouds,broken clouds,86.29,79,75,18.01,0,0
451,Rio Gallegos,AR,2021-06-25 15:25:32,-51.6226,-69.2181,Clear,clear sky,33.85,80,0,20.71,0,0
452,Bonthe,SL,2021-06-25 15:25:33,7.5264,-12.505,Rain,light rain,82.81,72,99,9.24,0,0
453,Santa Maria,BR,2021-06-25 15:25:33,-29.6842,-53.8069,Clouds,broken clouds,60.1,77,75,5.75,0,0
454,Gold Coast,AU,2021-06-25 15:24:53,-28.0,153.4333,Rain,light rain,64.99,92,100,1.01,0,0
455,Naze,JP,2021-06-25 15:21:33,28.3667,129.4833,Clouds,overcast clouds,74.84,91,90,11.7,0,0
456,Coahuayana,MX,2021-06-25 15:25:34,18.7333,-103.6833,Clouds,broken clouds,81.88,69,75,4.14,0,0
457,Banon,ES,2021-06-25 15:25:34,40.8382,-1.1909,Clear,clear sky,79.38,57,0,9.22,0,0
458,Mahebourg,MU,2021-06-25 15:25:35,-20.4081,57.7,Rain,light rain,73.26,68,75,5.75,0,0
459,Hobyo,SO,2021-06-25 15:25:35,5.3505,48.5268,Clouds,scattered clouds,78.94,78,44,28.27,0,0
460,Rosario,AR,2021-06-25 15:25:35,-32.9468,-60.6393,Clear,clear sky,62.58,74,0,1.99,0,0
461,Riyadh,SA,2021-06-25 15:24:29,24.6877,46.7219,Clear,clear sky,105.94,4,0,14.97,0,0
462,The Valley,AI,2021-06-25 15:21:28,18.217,-63.0578,Clouds,few clouds,87.66,70,20,16.11,0,0
463,Basse,DE,2021-06-25 15:25:36,52.5518,9.5069,Clear,clear sky,76.14,38,0,9.22,0,0
464,Sabha,LY,2021-06-25 15:25:36,27.0377,14.4283,Clear,clear sky,105.75,6,0,17.11,0,0
465,Kondinskoye,RU,2021-06-25 15:25:36,59.6481,67.41,Clouds,scattered clouds,63.99,53,37,7.45,0,0
466,Itarema,BR,2021-06-25 15:25:37,-2.9248,-39.9167,Clouds,few clouds,87.31,53,23,11.86,0,0
467,Qaqortoq,GL,2021-06-25 15:25:37,60.7167,-46.0333,Clouds,broken clouds,52.3,80,76,1.72,0,0
468,Kismayo,SO,2021-06-25 15:25:37,-0.3582,42.5454,Clouds,overcast clouds,78.1,73,100,14.43,0,0
469,Gerede,TR,2021-06-25 15:25:38,40.8008,32.1969,Clear,clear sky,67.91,59,6,11.41,0,0
470,Pak Phanang,TH,2021-06-25 15:25:38,8.3511,100.202,Clouds,scattered clouds,80.94,76,43,6.78,0,0
471,Pyinmana,MM,2021-06-25 15:25:38,19.7333,96.2167,Rain,heavy intensity rain,76.17,94,96,5.95,0,0
472,Esmeralda,CU,2021-06-25 15:25:39,21.8525,-78.1169,Clouds,few clouds,85.24,54,13,11.74,0,0
473,Tabuk,PH,2021-06-25 15:25:39,17.4189,121.4443,Clouds,overcast clouds,74.55,82,98,3.74,0,0
474,Savonlinna,FI,2021-06-25 15:25:39,61.8699,28.88,Clouds,few clouds,78.85,57,20,4.61,0,0
475,Ochamchira,GE,2021-06-25 15:25:40,42.7121,41.4721,Clouds,broken clouds,76.05,80,53,7.43,0,0
476,South Lake Tahoe,US,2021-06-25 15:23:29,38.9332,-119.9844,Haze,haze,65.79,70,1,0.0,0,0
477,Vila Do Maio,CV,2021-06-25 15:25:40,15.1333,-23.2167,Clouds,scattered clouds,83.19,80,43,14.14,0,0
478,Papagaios,BR,2021-06-25 15:25:41,-19.4492,-44.7478,Clear,clear sky,82.4,32,4,1.3,0,0
479,Lyubashivka,UA,2021-06-25 15:25:41,47.8372,30.2598,Clouds,overcast clouds,87.03,54,100,10.56,0,0
480,Okmulgee,US,2021-06-25 15:22:20,35.6234,-95.9605,Clouds,scattered clouds,88.88,66,40,17.27,0,0
481,Selfoss,IS,2021-06-25 15:25:41,63.9331,-20.9971,Clouds,overcast clouds,50.88,94,100,18.01,0,0
482,Gombong,ID,2021-06-25 15:25:42,-7.6072,109.5142,Clouds,overcast clouds,78.1,92,91,4.38,0,0
483,Wenling,CN,2021-06-25 15:25:42,28.3669,121.36,Clouds,overcast clouds,78.91,95,99,1.95,0,0
484,Jiaozuo,CN,2021-06-25 15:25:42,35.2397,113.2331,Clouds,overcast clouds,79.48,44,93,0.63,0,0
485,Osa,RU,2021-06-25 15:25:43,57.2829,55.4567,Clouds,overcast clouds,63.68,96,100,7.74,0,0
486,La Asuncion,VE,2021-06-25 15:25:43,11.0333,-63.8628,Clouds,broken clouds,82.13,89,70,11.5,0,0
487,Comodoro Rivadavia,AR,2021-06-25 15:25:39,-45.8667,-67.5,Clouds,scattered clouds,44.46,57,40,12.66,0,0
488,Nova Russas,BR,2021-06-25 15:25:44,-4.7067,-40.5631,Clouds,few clouds,92.37,34,14,6.91,0,0
489,San Quintin,MX,2021-06-25 15:25:44,30.4833,-115.95,Clouds,scattered clouds,66.18,80,30,8.88,0,0
490,Kodinsk,RU,2021-06-25 15:25:44,58.6881,99.1844,Clouds,overcast clouds,63.88,65,100,8.01,0,0
491,Inhambane,MZ,2021-06-25 15:25:45,-23.865,35.3833,Clear,clear sky,73.38,43,0,9.22,0,0
492,Zamora,EC,2021-06-25 15:24:56,-4.0692,-78.9567,Rain,light rain,72.64,76,60,3.69,0,0
493,Mizdah,LY,2021-06-25 15:25:45,31.4451,12.9801,Clouds,scattered clouds,101.61,11,31,20.24,0,0
494,Pinheiro Machado,BR,2021-06-25 15:25:45,-31.5783,-53.3811,Clouds,few clouds,57.78,82,11,3.85,0,0
495,Winsum,NL,2021-06-25 15:25:46,53.33,6.5208,Clouds,overcast clouds,70.0,73,100,5.75,0,0
496,Guilin,CN,2021-06-25 15:25:46,25.2819,110.2864,Clouds,overcast clouds,78.91,92,100,1.88,0,0
497,Galveston,US,2021-06-25 15:25:46,29.3669,-94.9669,Clouds,broken clouds,91.2,78,75,4.0,0,0
498,Seoul,KR,2021-06-25 15:22:46,37.5683,126.9778,Rain,heavy intensity rain,72.79,88,0,3.44,0,0
499,Kavaratti,IN,2021-06-25 15:25:47,10.5669,72.642,Clouds,broken clouds,82.69,75,78,14.72,0,0
500,Taunggyi,MM,2021-06-25 15:25:47,20.7833,97.0333,Rain,moderate rain,64.76,95,96,2.62,0,0
501,Nang Rong,TH,2021-06-25 15:25:48,14.6377,102.7914,Rain,light rain,81.14,70,100,7.29,0,0
502,Valparaiso,CL,2021-06-25 15:25:39,-33.0393,-71.6273,Clouds,overcast clouds,53.47,86,100,0.96,0,0
503,Leninskoye,KZ,2021-06-25 15:25:48,41.7589,69.3864,Clouds,overcast clouds,80.53,19,97,14.67,0,0
504,Ucluelet,CA,2021-06-25 15:25:48,48.9329,-125.5528,Clouds,broken clouds,73.09,92,80,1.59,0,0
505,Brigantine,US,2021-06-25 15:25:49,39.4101,-74.3646,Clouds,scattered clouds,77.29,71,40,4.61,0,0
506,Matagami,CA,2021-06-25 15:25:49,49.7502,-77.6328,Clouds,broken clouds,68.11,77,75,8.05,0,0
507,Palimbang,PH,2021-06-25 15:25:49,6.2106,124.1894,Clouds,few clouds,77.76,88,14,5.5,0,0
508,Quatre Cocos,MU,2021-06-25 15:25:50,-20.2078,57.7625,Rain,light rain,73.09,72,26,11.36,0,0
509,Bone,DE,2021-06-25 15:25:50,51.9669,12.1396,Clouds,broken clouds,77.29,57,56,5.91,0,0
510,Lincoln,US,2021-06-25 15:23:30,40.8,-96.667,Mist,mist,78.53,94,90,3.0,0,0
511,Banepa,NP,2021-06-25 15:25:51,27.6298,85.5214,Rain,heavy intensity rain,70.12,94,75,4.61,0,0
512,Sheridan,US,2021-06-25 15:25:51,44.8333,-106.9173,Clouds,overcast clouds,64.02,70,90,1.99,0,0
513,Puerto Carreno,CO,2021-06-25 15:25:51,6.189,-67.4859,Clouds,overcast clouds,76.06,83,100,3.22,0,0
514,Nouna,BF,2021-06-25 15:25:52,12.7333,-3.8667,Clouds,overcast clouds,88.47,41,90,9.53,0,0
515,Uglovka,RU,2021-06-25 15:25:52,58.2392,33.5108,Clouds,few clouds,85.08,44,15,5.28,0,0
516,Mangai,CD,2021-06-25 15:25:52,-4.05,19.5333,Clouds,scattered clouds,93.24,31,50,4.56,0,0
517,Lazaro Cardenas,MX,2021-06-25 15:25:53,17.9583,-102.2,Clouds,overcast clouds,79.25,78,100,6.93,0,0
518,Zhenlai,CN,2021-06-25 15:25:53,45.8495,123.2973,Clear,clear sky,71.58,69,1,11.48,0,0
519,Soyo,AO,2021-06-25 15:25:53,-6.1349,12.3689,Clouds,broken clouds,80.65,78,79,13.96,0,0
520,Huallanca,PE,2021-06-25 15:25:54,-9.8993,-76.9417,Clouds,scattered clouds,52.56,46,38,5.46,0,0
521,Mosjoen,NO,2021-06-25 15:25:54,65.836,13.1908,Clouds,broken clouds,57.58,62,75,6.91,0,0
522,Jacqueville,CI,2021-06-25 15:25:54,5.2052,-4.4146,Rain,light rain,84.11,80,100,7.05,0,0
523,Richards Bay,ZA,2021-06-25 15:25:55,-28.783,32.0377,Clear,clear sky,65.88,85,1,2.77,0,0
524,Bonfim,BR,2021-06-25 15:25:55,3.0833,-59.95,Clouds,overcast clouds,82.72,68,94,3.13,0,0
525,Nishihara,JP,2021-06-25 15:25:56,26.1842,127.7558,Rain,light rain,80.26,94,75,11.5,0,0
526,Nisia Floresta,BR,2021-06-25 15:25:56,-6.0911,-35.2086,Clouds,broken clouds,86.81,55,51,15.37,0,0
527,Nizhnyaya Poyma,RU,2021-06-25 15:25:56,56.1622,97.1933,Rain,moderate rain,53.11,99,100,4.16,0,0
528,Santona,ES,2021-06-25 15:25:57,43.4439,-3.4576,Clear,clear sky,79.81,66,1,8.88,0,0
529,Semnan,IR,2021-06-25 15:25:57,35.5729,53.3971,Clear,clear sky,90.18,11,7,17.07,0,0
530,Barra,BR,2021-06-25 15:25:57,-11.0894,-43.1417,Clear,clear sky,83.68,41,10,5.32,0,0
531,Hue,VN,2021-06-25 15:25:58,16.4667,107.6,Clouds,few clouds,84.31,70,20,2.3,0,0
532,Katunino,RU,2021-06-25 15:25:58,64.3862,40.6298,Clouds,scattered clouds,58.89,69,32,7.87,0,0
533,Moree,AU,2021-06-25 15:25:59,-29.4667,149.85,Clear,clear sky,42.82,100,0,0.0,0,0
534,Marsa Matruh,EG,2021-06-25 15:25:59,31.3525,27.2453,Clear,clear sky,81.68,66,0,17.02,0,0
535,Krasnoshchekovo,RU,2021-06-25 15:25:59,51.6708,82.7289,Clouds,overcast clouds,51.08,82,91,4.74,0,0
536,Chegdomyn,RU,2021-06-25 15:25:59,51.1167,133.0167,Clouds,overcast clouds,59.92,96,100,2.59,0,0
537,Almunecar,ES,2021-06-25 15:26:00,36.7339,-3.6907,Clear,clear sky,101.32,58,0,1.23,0,0
538,Cabedelo,BR,2021-06-25 15:26:00,-6.9811,-34.8339,Clouds,scattered clouds,83.07,65,34,19.8,0,0
539,Iracoubo,GF,2021-06-25 15:26:01,5.4802,-53.2011,Clear,clear sky,84.24,65,3,10.45,0,0
540,Hualmay,PE,2021-06-25 15:26:01,-11.0964,-77.6139,Clouds,broken clouds,64.89,75,59,7.74,0,0
541,Takoradi,GH,2021-06-25 15:26:01,4.8845,-1.7554,Clouds,overcast clouds,76.48,86,100,5.84,0,0
542,Newton Aycliffe,GB,2021-06-25 15:26:02,54.6184,-1.5719,Rain,light rain,52.68,91,75,1.01,0,0
543,Avenal,US,2021-06-25 15:22:59,36.0041,-120.129,Clear,clear sky,70.83,48,0,3.58,0,0
544,Challapata,BO,2021-06-25 15:26:02,-18.9,-66.7667,Clouds,scattered clouds,46.26,18,25,4.88,0,0
545,Bela,IN,2021-06-25 15:26:03,25.9333,81.9833,Rain,light rain,82.42,78,100,5.68,0,0
546,Portland,US,2021-06-25 15:24:51,45.5234,-122.6762,Clouds,scattered clouds,74.68,71,40,1.99,0,0
547,Eugene,US,2021-06-25 15:23:57,44.0521,-123.0867,Clouds,broken clouds,72.39,74,75,1.01,0,0
548,Whitehorse,CA,2021-06-25 15:26:03,60.7161,-135.0538,Clouds,scattered clouds,57.02,66,40,11.99,0,0
549,Macau,MO,2021-06-25 15:25:15,22.2006,113.5461,Rain,light rain,84.0,89,40,9.22,0,0
550,Tambau,BR,2021-06-25 15:26:04,-21.705,-47.2744,Clouds,few clouds,83.46,30,12,3.71,0,0
551,Shubarshi,KZ,2021-06-25 15:26:04,48.5872,57.1869,Clear,clear sky,89.67,27,1,12.8,0,0
552,Kununurra,AU,2021-06-25 15:26:04,-15.7667,128.7333,Clouds,scattered clouds,76.98,44,40,10.36,0,0
553,Cap-Aux-Meules,CA,2021-06-25 15:26:05,47.3821,-61.8597,Clouds,scattered clouds,66.25,55,40,11.5,0,0
554,Zhanaozen,KZ,2021-06-25 15:26:05,43.3,52.8,Clouds,scattered clouds,102.09,11,32,7.54,0,0
555,Daokou,CN,2021-06-25 15:26:05,35.5639,114.5058,Rain,light rain,78.37,65,63,11.32,0,0
556,Prokhorovka,RU,2021-06-25 15:26:06,51.0374,36.7325,Clouds,few clouds,89.17,64,20,7.29,0,0
557,Chunoyar,RU,2021-06-25 15:26:06,57.4467,97.3217,Clouds,overcast clouds,54.09,98,100,2.33,0,0
558,Poyarkovo,RU,2021-06-25 15:26:07,49.6,128.6833,Clear,clear sky,67.06,68,7,8.1,0,0
559,Grants Pass,US,2021-06-25 15:26:07,42.439,-123.3284,Clear,clear sky,77.86,59,1,0.0,0,0
560,Eirunepe,BR,2021-06-25 15:26:07,-6.6603,-69.8736,Clouds,overcast clouds,82.0,64,90,0.96,0,0
561,Skaelskor,DK,2021-06-25 15:26:08,55.2506,11.2935,Clouds,overcast clouds,70.34,54,100,4.52,0,0
562,Chicama,PE,2021-06-25 15:26:08,-7.8447,-79.1469,Clouds,broken clouds,64.94,76,76,7.25,0,0
563,Praia,CV,2021-06-25 15:26:08,14.9215,-23.5087,Clear,clear sky,82.94,51,0,23.02,0,0
564,Fort Dodge,US,2021-06-25 15:26:09,42.4975,-94.168,Clouds,broken clouds,77.4,83,75,3.44,0,0
565,Ternate,ID,2021-06-25 15:26:09,0.8,127.4,Clear,clear sky,80.69,78,6,2.46,0,0
566,Indiaroba,BR,2021-06-25 15:26:09,-11.5192,-37.5117,Clouds,scattered clouds,80.22,55,37,9.08,0,0
567,Grenada,ES,2021-06-25 15:26:10,37.1882,-3.6067,Clear,clear sky,93.56,32,0,4.0,0,0
568,Roma,US,2021-06-25 15:24:03,43.2128,-75.4557,Clear,clear sky,77.95,57,1,11.5,0,0
569,Zhigansk,RU,2021-06-25 15:26:10,66.7697,123.3711,Clear,clear sky,63.79,62,2,5.73,0,0
570,Peniche,PT,2021-06-25 15:26:10,39.3558,-9.3811,Clouds,broken clouds,89.55,77,59,11.01,0,0
571,Klaksvik,FO,2021-06-25 15:26:11,62.2266,-6.589,Clouds,broken clouds,56.32,80,54,5.35,0,0
572,Kuala Terengganu,MY,2021-06-25 15:26:11,5.3302,103.1408,Clouds,few clouds,80.55,78,20,4.61,0,0
573,Posse,BR,2021-06-25 15:26:12,-14.0931,-46.3694,Clear,clear sky,84.02,26,0,6.87,0,0
574,Maumere,ID,2021-06-25 15:26:12,-8.6199,122.2111,Clouds,few clouds,78.91,83,13,4.54,0,0
575,Vagur,FO,2021-06-25 15:26:12,61.4732,-6.8119,Clouds,scattered clouds,49.32,77,38,9.37,0,0
576,Russell,US,2021-06-25 15:26:13,32.3502,-85.1999,Clouds,broken clouds,80.91,59,75,9.22,0,0
577,Kimbe,PG,2021-06-25 15:26:13,-5.5502,150.1429,Clouds,overcast clouds,75.7,93,100,3.56,0,0
578,Puerto Escondido,MX,2021-06-25 15:24:06,15.85,-97.0667,Clouds,overcast clouds,81.43,74,90,5.75,0,0
579,San Luis,AR,2021-06-25 15:26:13,-33.295,-66.3356,Clear,clear sky,57.79,44,0,7.25,0,0
580,Mbandaka,CD,2021-06-25 15:26:14,0.0487,18.2603,Clouds,broken clouds,84.72,53,82,1.12,0,0
581,Plouzane,FR,2021-06-25 15:26:14,48.3833,-4.6167,Drizzle,light intensity drizzle,61.12,97,90,8.05,0,0
582,Novochernorechenskiy,RU,2021-06-25 15:26:14,56.2669,91.0828,Clouds,overcast clouds,50.88,96,97,6.78,0,0
583,Partizanskoye,RU,2021-06-25 15:26:15,55.5006,94.39,Clouds,overcast clouds,54.37,79,100,4.07,0,0
584,Bodden Town,KY,2021-06-25 15:26:15,19.2833,-81.25,Clouds,scattered clouds,87.93,53,40,3.0,0,0
585,Port Moresby,PG,2021-06-25 15:24:12,-9.4431,147.1797,Clouds,overcast clouds,75.51,90,98,10.92,0,0
586,Erenhot,CN,2021-06-25 15:26:16,43.6475,111.9767,Clouds,broken clouds,68.97,53,66,3.6,0,0
587,Beisfjord,NO,2021-06-25 15:26:16,68.3751,17.5988,Clouds,broken clouds,55.26,67,81,6.11,0,0
588,Namatanai,PG,2021-06-25 15:26:16,-3.6667,152.4333,Clouds,broken clouds,79.32,81,75,6.93,0,0
589,Gusau,NG,2021-06-25 15:26:17,12.1628,6.6614,Clouds,broken clouds,91.02,39,67,3.83,0,0
590,Gat,IL,2021-06-25 15:22:02,31.61,34.7642,Clear,clear sky,89.4,46,0,11.86,0,0
591,Tevaitoa,PF,2021-06-25 15:26:17,-16.7833,-151.5,Rain,light rain,80.33,79,28,14.83,0,0
592,Skerries,IE,2021-06-25 15:26:18,53.5828,-6.1083,Clouds,overcast clouds,58.17,71,100,8.37,0,0
593,San Rafael,AR,2021-06-25 15:26:18,-34.6177,-68.3301,Clouds,broken clouds,51.71,49,79,17.67,0,0
594,Cervo,ES,2021-06-25 15:26:18,43.6702,-7.4101,Clear,clear sky,76.19,76,3,10.54,0,0
595,Kloulklubed,PW,2021-06-25 15:24:12,7.0419,134.2556,Clouds,overcast clouds,77.5,70,100,15.75,0,0
596,Coquimbo,CL,2021-06-25 15:24:39,-29.9533,-71.3436,Clouds,overcast clouds,59.5,64,100,4.21,0,0
597,Imeni Poliny Osipenko,RU,2021-06-25 15:26:19,52.4201,136.4853,Clouds,overcast clouds,51.35,91,100,11.27,0,0
598,Elbrus,RU,2021-06-25 15:26:19,43.2577,42.6443,Clear,clear sky,71.15,41,2,4.9,0,0
599,Namanga,KE,2021-06-25 15:26:20,-2.5433,36.7905,Clouds,scattered clouds,74.62,45,43,6.76,0,0
600,Abalak,RU,2021-06-25 15:26:20,58.1286,68.5944,Clouds,scattered clouds,62.22,58,47,5.32,0,0
601,Paamiut,GL,2021-06-25 15:26:20,61.994,-49.6678,Clouds,overcast clouds,42.31,82,96,17.22,0,0
602,Lyngseidet,NO,2021-06-25 15:26:21,69.5763,20.2189,Clouds,broken clouds,55.4,69,76,6.17,0,0
603,Fuyang,CN,2021-06-25 15:26:21,32.9,115.8167,Clouds,overcast clouds,75.79,79,100,6.87,0,0
604,Bosaso,SO,2021-06-25 15:26:21,11.2842,49.1816,Clouds,broken clouds,93.56,45,68,6.64,0,0
605,Winschoten,NL,2021-06-25 15:26:22,53.1442,7.0347,Clouds,overcast clouds,70.0,79,100,4.27,0,0
606,Lufilufi,WS,2021-06-25 15:26:22,-13.8745,-171.5986,Rain,moderate rain,74.79,81,100,15.73,0,0
607,Buffalo,US,2021-06-25 15:26:22,42.8865,-78.8784,Clouds,broken clouds,82.09,56,75,12.66,0,0
608,Acajutla,SV,2021-06-25 15:26:23,13.5928,-89.8275,Clouds,scattered clouds,84.79,67,43,2.51,0,0
609,Coihaique,CL,2021-06-25 15:26:23,-45.5752,-72.0662,Clouds,overcast clouds,38.19,88,97,10.47,0,0
610,Bandarbeyla,SO,2021-06-25 15:25:17,9.4942,50.8122,Clouds,broken clouds,78.37,77,54,30.82,0,0
611,Miranda,CO,2021-06-25 15:26:24,3.2499,-76.2281,Clouds,overcast clouds,69.93,71,88,4.61,0,0
612,Bilma,NE,2021-06-25 15:26:24,18.6853,12.9164,Clouds,few clouds,108.16,8,12,9.62,0,0
613,Yantal,RU,2021-06-25 15:26:24,56.8471,105.2542,Clouds,scattered clouds,60.28,55,49,2.28,0,0
614,Shipunovo,RU,2021-06-25 15:26:25,52.1582,82.2173,Clouds,broken clouds,53.13,76,75,2.19,0,0
615,Dudinka,RU,2021-06-25 15:26:25,69.4058,86.1778,Clouds,overcast clouds,49.86,53,98,19.95,0,0
616,Nueva Loja,EC,2021-06-25 15:26:25,0.0847,-76.8828,Clouds,scattered clouds,80.62,78,40,4.61,0,0
617,Bara,NG,2021-06-25 15:26:25,10.3744,10.7288,Clouds,scattered clouds,97.43,30,38,10.6,0,0
618,Dharchula,IN,2021-06-25 15:26:26,29.85,80.5333,Clouds,few clouds,72.05,83,24,2.42,0,0
619,Kerchevskiy,RU,2021-06-25 15:26:26,59.946,56.2884,Clouds,scattered clouds,82.89,49,49,3.65,0,0
620,Yuli,NG,2021-06-25 15:26:27,9.6989,10.2744,Clouds,broken clouds,96.06,34,63,6.82,0,0
621,Fasa,IR,2021-06-25 15:26:27,28.9383,53.6482,Clear,clear sky,99.64,8,0,6.91,0,0
622,Abu Kamal,SY,2021-06-25 15:26:27,34.4506,40.9171,Clear,clear sky,104.07,12,0,7.09,0,0
623,Northam,GB,2021-06-25 15:26:28,51.0333,-4.2167,Clouds,overcast clouds,63.3,89,89,15.59,0,0
624,Xining,CN,2021-06-25 15:26:28,36.6167,101.7667,Clouds,broken clouds,62.55,63,68,2.08,0,0
625,Gaoyou,CN,2021-06-25 15:26:28,32.7858,119.4278,Rain,light rain,74.93,75,100,17.67,0,0
626,Mildura,AU,2021-06-25 15:26:29,-34.2,142.15,Clouds,overcast clouds,50.07,81,90,6.91,0,0
627,Terrace,CA,2021-06-25 15:23:32,54.5163,-128.6035,Clouds,broken clouds,64.31,77,75,0.0,0,0
628,Bekhtery,UA,2021-06-25 15:26:29,46.251,32.2927,Clouds,few clouds,93.63,69,23,11.79,0,0
629,Mogadishu,SO,2021-06-25 15:26:29,2.0371,45.3438,Clouds,broken clouds,77.68,80,68,19.73,0,0
630,Jumla,NP,2021-06-25 15:26:30,29.2747,82.1838,Clouds,broken clouds,61.39,90,55,4.23,0,0
631,Eldoret,KE,2021-06-25 15:26:30,0.5204,35.2699,Rain,light rain,71.69,49,75,3.44,0,0
632,Lakes Entrance,AU,2021-06-25 15:26:30,-37.8811,147.981,Clouds,broken clouds,47.17,89,69,14.16,0,0
633,Ostrovskoye,RU,2021-06-25 15:26:31,57.8057,42.2433,Clouds,broken clouds,85.5,51,65,6.6,0,0
634,Kattivakkam,IN,2021-06-25 15:26:31,13.2167,80.3167,Clouds,overcast clouds,87.89,80,98,14.12,0,0
635,Leshukonskoye,RU,2021-06-25 15:26:31,64.8989,45.7622,Clouds,overcast clouds,63.05,82,100,3.22,0,0
636,Shenzhen,CN,2021-06-25 15:23:05,22.5455,114.0683,Clouds,overcast clouds,82.27,94,98,5.14,0,0
637,Buenos Aires,AR,2021-06-25 15:26:32,-34.6132,-58.3772,Clouds,overcast clouds,62.98,57,95,5.19,0,0
638,Okha,RU,2021-06-25 15:26:32,53.5739,142.9478,Clouds,broken clouds,42.89,94,71,5.97,0,0
639,Luganville,VU,2021-06-25 15:26:33,-15.5333,167.1667,Clouds,broken clouds,75.15,78,82,8.01,0,0
640,Carballo,ES,2021-06-25 15:26:33,43.213,-8.691,Clear,clear sky,85.42,78,8,9.66,0,0
641,Lichinga,MZ,2021-06-25 15:26:33,-13.3128,35.2406,Clouds,scattered clouds,63.75,50,48,4.41,0,0
642,Muroto,JP,2021-06-25 15:26:34,33.2833,134.15,Clouds,broken clouds,73.26,79,65,2.84,0,0
643,Horsham,GB,2021-06-25 15:26:34,51.064,-0.3272,Clouds,scattered clouds,71.74,72,40,8.05,0,0
644,Constitucion,CL,2021-06-25 15:26:34,-35.3333,-72.4167,Clouds,overcast clouds,52.61,71,90,9.19,0,0
645,Half Moon Bay,US,2021-06-25 15:26:35,37.4636,-122.4286,Mist,mist,63.63,85,90,3.44,0,0
646,Krasnoselkup,RU,2021-06-25 15:26:35,65.7,82.4667,Clouds,overcast clouds,55.42,47,96,17.6,0,0
647,Wattegama,LK,2021-06-25 15:26:35,6.7989,81.4808,Clouds,scattered clouds,81.52,66,32,3.06,0,0
648,Jasper,US,2021-06-25 15:25:25,37.2001,-94.3502,Clouds,broken clouds,86.45,73,75,5.99,0,0
649,Tiznit,MA,2021-06-25 15:26:36,29.5833,-9.5,Clear,clear sky,82.27,39,0,9.89,0,0
650,Sumenep,ID,2021-06-25 15:26:36,-7.0167,113.8667,Clouds,few clouds,80.35,80,16,8.93,0,0
651,Bud,US,2021-06-25 15:26:36,39.447,-86.1758,Clouds,overcast clouds,76.89,88,100,14.03,0,0
652,Bitkine,TD,2021-06-25 15:26:37,11.9801,18.2138,Clouds,few clouds,98.71,26,11,7.78,0,0
653,Phalombe,MW,2021-06-25 15:26:37,-15.8064,35.6507,Clouds,scattered clouds,69.67,46,40,1.92,0,0
654,Wadi Maliz,TN,2021-06-25 15:26:37,36.4681,8.5495,Clouds,broken clouds,89.26,32,63,9.22,0,0
655,Sinnamary,GF,2021-06-25 15:26:38,5.3833,-52.95,Clear,clear sky,83.41,69,6,10.83,0,0
656,Newala,TZ,2021-06-25 15:26:38,-10.9431,39.2787,Clouds,overcast clouds,68.9,52,100,4.7,0,0
657,Adre,TD,2021-06-25 15:26:38,13.4667,22.2,Clouds,scattered clouds,98.82,17,25,6.13,0,0
658,Fort Nelson,CA,2021-06-25 15:23:27,58.8053,-122.7002,Clouds,few clouds,72.99,43,20,11.5,0,0
659,Tshane,BW,2021-06-25 15:26:39,-24.0196,21.8684,Clear,clear sky,73.62,19,0,10.02,0,0
660,Douglas,US,2021-06-25 15:26:39,41.3,-96.167,Mist,mist,78.55,88,75,3.0,0,0
661,Kyren,RU,2021-06-25 15:26:40,51.6828,102.1408,Clear,clear sky,63.75,72,3,1.66,0,0
662,Skibbereen,IE,2021-06-25 15:26:40,51.55,-9.2667,Clear,clear sky,58.8,57,9,13.65,0,0
663,Oshogbo,NG,2021-06-25 15:24:14,7.7667,4.5667,Rain,light rain,85.89,61,72,3.36,0,0
664,Bouar,CF,2021-06-25 15:26:40,5.934,15.596,Clouds,overcast clouds,80.85,64,87,1.32,0,0
665,Garden City,US,2021-06-25 15:26:41,42.3256,-83.331,Rain,moderate rain,72.82,92,90,1.01,0,0
666,Impfondo,CG,2021-06-25 15:26:41,1.6381,18.0667,Clouds,broken clouds,91.92,40,84,0.85,0,0
667,Atocha,BO,2021-06-25 15:26:41,-20.9333,-66.2333,Clouds,few clouds,43.65,11,16,15.64,0,0
668,East Linton,GB,2021-06-25 15:26:42,55.9874,-2.6568,Clouds,broken clouds,59.02,75,73,22.41,0,0
669,Rundu,NA,2021-06-25 15:26:42,-17.9333,19.7667,Clear,clear sky,79.92,18,0,3.06,0,0
