City_ID,City,Country,Date,Lat,Lng,Overall Weather,Weather Description,Max Temp,Humidity,Cloudiness,Wind Speed,Rain Inches (last 3 hrs),Snow Inches (last 3 hrs)
218,Faanui,PF,2021-06-25 15:24:14,-16.4833,-151.75,Rain,light rain,80.47,80,8,14.03,0,0
219,Corner Brook,CA,2021-06-25 15:24:14,48.9667,-57.9484,Clear,clear sky,75.36,36,3,12.8,0,0
220,Cidreira,BR,2021-06-25 15:24:15,-30.1811,-50.2056,Clear,clear sky,62.55,60,0,10.83,0,0
221,Ambulu,ID,2021-06-25 15:14:32,-8.345,113.6058,Rain,light rain,75.85,91,100,4.14,0,0
222,Caconda,AO,2021-06-25 15:24:15,-13.7333,15.0667,Clear,clear sky,78.87,17,8,2.57,0,0
223,Poum,NC,2021-06-25 15:14:20,-20.2333,164.0167,Clouds,overcast clouds,72.68,70,95,14.56,0,0
224,Menomonie,US,2021-06-25 15:24:00,44.8755,-91.9193,Clear,clear sky,77.4,53,1,6.91,0,0
225,Hami,CN,2021-06-25 15:24:16,42.8,93.45,Clouds,overcast clouds,84.22,20,99,25.68,0,0
226,Tigil,RU,2021-06-25 15:24:16,57.8,158.6667,Clouds,overcast clouds,42.69,97,100,3.98,0,0
227,San Juan,AR,2021-06-25 15:14:34,-31.5375,-68.5364,Clear,clear sky,55.6,30,10,5.68,0,0
228,Sola,VU,2021-06-25 15:24:16,-13.8833,167.55,Clouds,broken clouds,79.47,69,75,11.5,0,0
229,Ushtobe,KZ,2021-06-25 15:24:17,45.2514,77.9838,Clouds,overcast clouds,63.95,33,100,7.65,0,0
230,Deputatskiy,RU,2021-06-25 15:24:17,69.3,139.9,Clear,clear sky,59.45,44,5,2.26,0,0
231,Palauig,PH,2021-06-25 15:14:59,15.435,119.9045,Clouds,overcast clouds,80.87,79,99,4.7,0,0
232,Pangnirtung,CA,2021-06-25 15:24:17,66.1451,-65.7125,Drizzle,light intensity drizzle,37.4,100,90,11.5,0,0
233,Khandyga,RU,2021-06-25 15:24:18,62.6667,135.6,Clouds,few clouds,65.73,52,14,9.33,0,0
234,Wanaka,NZ,2021-06-25 15:24:18,-44.7,169.15,Clouds,overcast clouds,46.11,99,87,5.01,0,0
235,Saint-Andre-Avellin,CA,2021-06-25 15:24:19,45.7168,-75.066,Clouds,overcast clouds,72.09,60,100,11.3,0,0
236,Jambi,ID,2021-06-25 15:24:19,-1.6,103.6167,Clouds,overcast clouds,76.6,91,94,2.62,0,0
237,Lima,PE,2021-06-25 15:24:06,-12.0432,-77.0282,Clouds,overcast clouds,66.9,80,90,3.44,0,0
238,Butaritari,KI,2021-06-25 15:24:19,3.0707,172.7902,Rain,light rain,82.38,78,99,15.79,0,0
239,Fushun,CN,2021-06-25 15:24:20,41.8558,123.9233,Rain,light rain,65.91,94,100,7.94,0,0
240,Meulaboh,ID,2021-06-25 15:24:20,4.1363,96.1285,Clouds,overcast clouds,74.97,93,100,9.1,0,0
241,Bontang,ID,2021-06-25 15:24:20,0.1333,117.5,Clouds,broken clouds,76.84,88,73,3.27,0,0
242,Zhuhai,CN,2021-06-25 15:24:21,22.2769,113.5678,Rain,light rain,83.98,89,40,9.22,0,0
243,Aguimes,ES,2021-06-25 15:24:21,27.9054,-15.4461,Clouds,few clouds,72.23,53,20,23.02,0,0
244,Nemuro,JP,2021-06-25 15:24:21,43.3236,145.575,Clouds,overcast clouds,54.63,99,99,13.2,0,0
245,Sao Felix Do Xingu,BR,2021-06-25 15:22:01,-6.6447,-51.995,Clouds,few clouds,88.97,43,22,4.61,0,0
246,Bria,CF,2021-06-25 15:24:22,6.5423,21.9863,Clouds,broken clouds,87.12,56,60,1.77,0,0
247,Gamba,GA,2021-06-25 15:24:22,-2.65,10.0,Clouds,scattered clouds,76.96,77,50,10.09,0,0
248,Igboho,NG,2021-06-25 15:24:22,8.8333,3.75,Clouds,overcast clouds,86.02,53,100,0.29,0,0
249,Tuktoyaktuk,CA,2021-06-25 15:24:23,69.4541,-133.0374,Clouds,scattered clouds,62.6,72,40,16.11,0,0
250,Nha Trang,VN,2021-06-25 15:19:54,12.25,109.1833,Clouds,broken clouds,84.2,82,72,5.14,0,0
251,Marathon,US,2021-06-25 15:24:23,44.9,-89.7668,Clouds,overcast clouds,73.96,90,90,8.05,0,0
252,Yulara,AU,2021-06-25 15:24:24,-25.2406,130.9889,Clear,clear sky,46.24,71,0,8.05,0,0
253,Tamandare,BR,2021-06-25 15:24:24,-8.7597,-35.1047,Clouds,scattered clouds,79.38,71,37,13.44,0,0
254,Severo-Kurilsk,RU,2021-06-25 15:24:24,50.6789,156.125,Rain,moderate rain,44.17,98,100,1.39,0,0
255,Linhares,BR,2021-06-25 15:24:25,-19.3911,-40.0722,Clouds,few clouds,80.69,44,24,3.0,0,0
256,Vila Franca Do Campo,PT,2021-06-25 15:24:25,37.7167,-25.4333,Clouds,overcast clouds,70.21,88,100,16.24,0,0
257,Dandong,CN,2021-06-25 15:24:25,40.1292,124.3947,Rain,moderate rain,64.0,99,100,5.82,0,0
258,Suntar,RU,2021-06-25 15:14:43,62.1444,117.6319,Clear,clear sky,63.48,77,1,2.95,0,0
259,Monrovia,LR,2021-06-25 15:21:05,6.3005,-10.7969,Rain,light rain,82.17,72,100,6.89,0,0
260,Mehran,IR,2021-06-25 15:24:26,33.1222,46.1646,Clear,clear sky,110.68,6,0,21.43,0,0
261,Cap Malheureux,MU,2021-06-25 15:24:26,-19.9842,57.6142,Clear,clear sky,73.47,63,5,5.01,0,0
262,Magadan,RU,2021-06-25 15:20:33,59.5667,150.8,Clouds,few clouds,47.08,90,23,3.15,0,0
263,Kefamenanu,ID,2021-06-25 15:24:27,-9.4467,124.4781,Clouds,overcast clouds,72.21,91,88,3.47,0,0
264,Quelimane,MZ,2021-06-25 15:24:27,-17.8786,36.8883,Clouds,few clouds,76.95,69,20,8.05,0,0
265,La Ronge,CA,2021-06-25 15:24:27,55.1001,-105.2842,Clouds,overcast clouds,70.05,52,90,6.91,0,0
266,Takahashi,JP,2021-06-25 15:24:28,34.7833,133.6167,Clouds,scattered clouds,69.75,95,37,3.4,0,0
267,Maiduguri,NG,2021-06-25 15:24:28,11.8464,13.1603,Clouds,broken clouds,101.44,23,56,6.78,0,0
268,Kholodnyy,RU,2021-06-25 15:24:29,62.7167,147.95,Clouds,overcast clouds,52.39,70,100,4.12,0,0
269,Mehamn,NO,2021-06-25 15:24:29,71.0357,27.8492,Clouds,scattered clouds,53.55,62,40,10.36,0,0
270,Alirajpur,IN,2021-06-25 15:24:29,22.3031,74.3546,Clouds,broken clouds,78.71,81,52,4.59,0,0
271,Belmonte,BR,2021-06-25 15:24:30,-15.8631,-38.8828,Clouds,few clouds,80.6,52,13,6.85,0,0
272,Sarkand,KZ,2021-06-25 15:24:30,45.41,79.9186,Clouds,overcast clouds,57.27,67,100,2.75,0,0
273,Upata,VE,2021-06-25 15:24:30,8.0086,-62.3989,Clouds,few clouds,83.19,71,21,4.52,0,0
274,Shalinskoye,RU,2021-06-25 15:24:31,55.7228,93.7594,Clouds,overcast clouds,53.31,81,100,5.86,0,0
275,Tucuman,AR,2021-06-25 15:24:31,-26.8241,-65.2226,Clouds,broken clouds,62.6,63,75,8.05,0,0
276,Erie,US,2021-06-25 15:24:31,42.7667,-78.6664,Clouds,overcast clouds,81.19,58,100,1.99,0,0
277,Shangrao,CN,2021-06-25 15:20:30,28.4532,117.9686,Clouds,overcast clouds,77.27,87,100,2.17,0,0
278,Votkinsk,RU,2021-06-25 15:24:32,57.0486,53.9872,Clouds,overcast clouds,82.78,92,93,9.22,0,0
279,Celestun,MX,2021-06-25 15:24:32,20.8667,-90.4,Clouds,few clouds,83.46,62,14,6.67,0,0
280,Goderich,CA,2021-06-25 15:24:33,43.7501,-81.7165,Clouds,overcast clouds,73.2,83,100,8.05,0,0
281,Ambovombe,MG,2021-06-25 15:24:33,-25.1667,46.0833,Clear,clear sky,67.42,61,7,8.12,0,0
282,Mitsamiouli,KM,2021-06-25 15:24:33,-11.3847,43.2844,Clear,clear sky,77.22,64,5,4.65,0,0
283,Tyrma,RU,2021-06-25 15:24:34,50.0833,132.1667,Clouds,overcast clouds,60.78,98,100,1.66,0,0
284,Kupang,ID,2021-06-25 15:24:34,-10.1667,123.5833,Clouds,broken clouds,78.15,85,53,10.13,0,0
285,Bayji,IQ,2021-06-25 15:24:34,34.9311,43.487,Clear,clear sky,108.19,8,0,13.6,0,0
286,Nakhon Sawan,TH,2021-06-25 15:24:35,15.7,100.0833,Clouds,overcast clouds,84.7,59,100,4.9,0,0
287,Kieta,PG,2021-06-25 15:24:35,-6.2167,155.6333,Clouds,overcast clouds,78.24,83,100,5.46,0,0
288,Shimoda,JP,2021-06-25 15:24:35,34.6667,138.95,Clouds,overcast clouds,73.17,82,100,4.03,0,0
289,Bathsheba,BB,2021-06-25 15:24:36,13.2167,-59.5167,Clouds,scattered clouds,86.61,62,40,18.41,0,0
290,Kenai,US,2021-06-25 15:24:36,60.5544,-151.2583,Clouds,overcast clouds,50.09,96,90,4.61,0,0
291,Port Augusta,AU,2021-06-25 15:24:37,-32.5,137.7667,Clouds,overcast clouds,48.7,76,91,8.23,0,0
292,Aripuana,BR,2021-06-25 15:24:37,-9.1667,-60.6333,Clear,clear sky,91.0,34,1,2.42,0,0
293,Tautira,PF,2021-06-25 15:24:37,-17.7333,-149.15,Clouds,few clouds,78.82,80,15,15.03,0,0
294,Sabang,ID,2021-06-25 15:24:38,5.8933,95.3214,Clouds,overcast clouds,83.21,77,96,17.78,0,0
295,Traverse City,US,2021-06-25 15:24:38,44.7631,-85.6206,Clouds,overcast clouds,73.83,78,90,5.75,0,0
296,Siwan,IN,2021-06-25 15:24:38,26.2167,84.3667,Rain,moderate rain,87.57,69,97,4.36,0,0
297,Kavieng,PG,2021-06-25 15:24:39,-2.5744,150.7967,Clouds,overcast clouds,82.13,75,99,9.55,0,0
298,Thinadhoo,MV,2021-06-25 15:24:39,0.5333,72.9333,Clouds,overcast clouds,83.23,71,100,9.69,0,0
299,Araouane,ML,2021-06-25 15:24:39,18.9048,-3.5265,Clear,clear sky,106.39,17,1,9.73,0,0
300,Andenes,NO,2021-06-25 15:24:40,69.3143,16.1194,Clouds,broken clouds,50.07,76,75,11.5,0,0
301,Sabzevar,IR,2021-06-25 15:24:40,36.2126,57.6819,Clouds,few clouds,90.68,14,20,20.71,0,0
302,Yerbogachen,RU,2021-06-25 15:24:40,61.2767,108.0108,Clouds,overcast clouds,63.27,69,94,2.59,0,0
303,Bocana De Paiwas,NI,2021-06-25 15:22:11,12.7857,-85.1227,Clouds,broken clouds,80.71,74,59,8.43,0,0
304,Birin,NP,2021-06-25 15:24:41,26.8865,88.0718,Clouds,scattered clouds,64.78,93,42,2.42,0,0
305,Lavrentiya,RU,2021-06-25 15:24:41,65.5833,-171.0,Clouds,overcast clouds,43.21,74,100,8.97,0,0
306,La Union,PE,2021-06-25 15:24:42,-5.4,-80.75,Clouds,broken clouds,73.2,61,62,11.1,0,0
307,Marzuq,YE,2021-06-25 15:24:42,14.4,46.4667,Clouds,overcast clouds,88.18,30,97,5.53,0,0
308,Ancud,CL,2021-06-25 15:24:42,-41.8697,-73.8203,Clouds,scattered clouds,43.23,70,39,7.49,0,0
309,Arlit,NE,2021-06-25 15:24:43,18.7369,7.3853,Clouds,broken clouds,107.83,10,58,5.19,0,0
310,Souillac,MU,2021-06-25 15:24:43,-20.5167,57.5167,Clouds,broken clouds,73.36,68,75,5.75,0,0
311,Eagle Pass,US,2021-06-25 15:24:43,28.7091,-100.4995,Clouds,overcast clouds,89.28,68,90,14.76,0,0
312,Salalah,OM,2021-06-25 15:24:43,17.0151,54.0924,Clouds,broken clouds,80.69,89,75,6.91,0,0
313,Mayo,US,2021-06-25 15:24:44,38.8876,-76.5119,Clear,clear sky,77.22,61,1,1.99,0,0
314,Kirensk,RU,2021-06-25 15:24:44,57.7853,108.1119,Clouds,few clouds,61.34,73,18,1.21,0,0
315,Forquilhinha,BR,2021-06-25 15:24:45,-28.7475,-49.4722,Clear,clear sky,68.0,56,0,3.2,0,0
316,Ilulissat,GL,2021-06-25 15:24:45,69.2167,-51.1,Clouds,broken clouds,48.22,61,75,8.05,0,0
317,Egvekinot,RU,2021-06-25 15:24:45,66.3167,-179.1667,Clouds,overcast clouds,38.53,77,99,10.22,0,0
318,Tucumcari,US,2021-06-25 15:24:46,35.1717,-103.725,Clear,clear sky,81.95,31,1,5.82,0,0
319,Alugan,PH,2021-06-25 15:24:46,12.2188,125.4808,Clouds,overcast clouds,81.21,79,86,5.61,0,0
320,Tarnogskiy Gorodok,RU,2021-06-25 15:24:46,60.4997,43.5761,Clouds,broken clouds,80.56,57,81,6.93,0,0
321,Fortuna,US,2021-06-25 15:24:47,40.5982,-124.1573,Clouds,overcast clouds,57.92,69,90,1.99,0,0
322,Aginskoye,RU,2021-06-25 15:24:47,51.1,114.53,Clouds,scattered clouds,63.14,82,48,1.19,0,0
323,Danilov,RU,2021-06-25 15:24:47,58.1908,40.1717,Clouds,scattered clouds,85.8,51,46,6.24,0,0
324,Kaitangata,NZ,2021-06-25 15:24:48,-46.2817,169.8464,Clouds,overcast clouds,46.62,94,98,3.6,0,0
325,Mikhaylovsk,RU,2021-06-25 15:24:48,45.1283,42.0256,Clear,clear sky,84.58,51,0,6.71,0,0
326,Narsaq,GL,2021-06-25 15:24:48,60.9167,-46.05,Clouds,broken clouds,52.02,75,83,2.3,0,0
327,Liverpool,GB,2021-06-25 15:24:49,53.4106,-2.9779,Clouds,overcast clouds,57.45,78,100,5.99,0,0
328,Lamu,KE,2021-06-25 15:24:49,-2.2717,40.902,Clouds,scattered clouds,79.02,74,34,15.14,0,0
329,Saint-Georges,GD,2021-06-25 15:24:49,12.0564,-61.7485,Clouds,few clouds,83.88,79,20,17.27,0,0
330,Marsh Harbour,BS,2021-06-25 15:24:50,26.5412,-77.0636,Clouds,overcast clouds,82.17,72,97,14.74,0,0
331,Aswan,EG,2021-06-25 15:14:53,24.0934,32.907,Clear,clear sky,106.16,11,0,15.03,0,0
332,Baiyin,CN,2021-06-25 15:24:50,36.5583,104.2081,Clouds,scattered clouds,72.48,48,42,6.73,0,0
333,Nouakchott,MR,2021-06-25 15:21:54,18.0858,-15.9785,Clouds,broken clouds,87.73,73,64,20.29,0,0
334,Kaberamaido,UG,2021-06-25 15:24:51,1.7389,33.1594,Clouds,overcast clouds,78.87,55,100,2.51,0,0
335,Namibe,AO,2021-06-25 15:24:51,-15.1961,12.1522,Clear,clear sky,74.8,62,6,9.93,0,0
336,Vardo,NO,2021-06-25 15:24:52,70.3705,31.1107,Clouds,broken clouds,49.98,81,75,18.41,0,0
337,Saint-Joseph,RE,2021-06-25 15:24:52,-21.3667,55.6167,Clouds,few clouds,68.38,77,24,9.78,0,0
338,Teahupoo,PF,2021-06-25 15:24:52,-17.8333,-149.2667,Clouds,few clouds,73.36,80,16,15.82,0,0
339,Dong Xoai,VN,2021-06-25 15:24:53,11.5333,106.9167,Clouds,broken clouds,75.78,95,64,4.88,0,0
340,Hinesville,US,2021-06-25 15:24:53,31.8469,-81.5959,Clear,clear sky,82.58,60,1,9.22,0,0
341,Ostersund,SE,2021-06-25 15:22:56,63.1792,14.6357,Clouds,overcast clouds,61.61,88,90,12.66,0,0
342,Monroe,US,2021-06-25 15:21:42,43.1501,-77.6831,Clouds,broken clouds,80.33,60,75,10.36,0,0
343,Ruteng,ID,2021-06-25 15:24:54,-8.6136,120.4721,Clouds,scattered clouds,62.46,95,27,1.16,0,0
344,Mount Gambier,AU,2021-06-25 15:24:54,-37.8333,140.7667,Clouds,broken clouds,48.11,93,75,5.75,0,0
345,Guerrero Negro,MX,2021-06-25 15:24:55,27.9769,-114.0611,Clouds,broken clouds,67.48,78,64,11.92,0,0
346,Kirakira,SB,2021-06-25 15:24:55,-10.4544,161.9205,Clouds,overcast clouds,78.3,88,100,10.69,0,0
347,Lalmohan,BD,2021-06-25 15:24:55,22.3384,90.7419,Clouds,few clouds,82.76,83,17,15.26,0,0
348,Flinders,AU,2021-06-25 15:24:56,-34.5833,150.8552,Clouds,few clouds,53.2,74,22,1.99,0,0
349,Nyaunglebin,MM,2021-06-25 15:24:56,17.95,96.7333,Clouds,overcast clouds,75.27,97,100,7.0,0,0
350,Itaituba,BR,2021-06-25 15:21:39,-4.2761,-55.9836,Clouds,scattered clouds,91.56,55,40,2.86,0,0
351,Dali,CN,2021-06-25 15:24:56,25.7,100.1833,Clouds,overcast clouds,66.4,90,100,4.38,0,0
352,Talnakh,RU,2021-06-25 15:24:57,69.4865,88.3972,Clouds,overcast clouds,50.22,54,92,22.62,0,0
353,Haines Junction,CA,2021-06-25 15:24:57,60.7522,-137.5108,Clouds,overcast clouds,58.95,55,99,3.44,0,0
354,Edd,ER,2021-06-25 15:24:58,13.9297,41.6925,Clouds,overcast clouds,91.08,60,99,10.76,0,0
355,Barabai,ID,2021-06-25 15:24:58,-2.5833,115.3833,Clouds,few clouds,72.84,95,13,2.01,0,0
356,Popondetta,PG,2021-06-25 15:24:58,-8.7537,148.2534,Clouds,overcast clouds,72.66,97,100,3.31,0,0
357,Machilipatnam,IN,2021-06-25 15:24:58,16.1667,81.1333,Clouds,scattered clouds,91.6,54,32,7.45,0,0
358,Sorland,NO,2021-06-25 15:22:12,67.667,12.6934,Clouds,few clouds,49.86,72,23,9.31,0,0
359,Bairiki,KI,2021-06-25 15:24:59,1.3292,172.9752,Rain,light rain,78.8,89,75,8.05,0,0
360,Trelleborg,SE,2021-06-25 15:24:59,55.3751,13.1569,Clouds,overcast clouds,71.2,65,100,7.85,0,0
361,Penzance,GB,2021-06-25 15:25:00,50.1186,-5.5371,Clouds,few clouds,60.01,72,20,16.11,0,0
362,Kachug,RU,2021-06-25 15:25:00,53.9606,105.8817,Clouds,few clouds,60.15,66,12,2.08,0,0
363,Phek,IN,2021-06-25 15:25:00,25.6667,94.5,Clouds,overcast clouds,63.07,98,100,1.34,0,0
364,College,US,2021-06-25 15:25:01,64.8569,-147.8028,Rain,light rain,60.75,68,75,3.44,0,0
365,Batemans Bay,AU,2021-06-25 15:25:01,-35.7167,150.1833,Clouds,overcast clouds,51.19,83,92,6.93,0,0
366,Okato,NZ,2021-06-25 15:25:03,-39.2,173.8833,Clouds,overcast clouds,57.42,92,99,12.75,0,0
367,Shahe,CN,2021-06-25 15:25:03,39.2708,113.5478,Clear,clear sky,67.42,70,6,5.77,0,0
368,Pitsunda,GE,2021-06-25 15:25:03,43.1592,40.3378,Clouds,few clouds,77.18,84,18,9.22,0,0
369,Norman Wells,CA,2021-06-25 15:25:04,65.282,-126.8329,Clouds,few clouds,69.84,52,20,4.61,0,0
370,Ostrovnoy,RU,2021-06-25 15:25:04,68.0531,39.5131,Clouds,overcast clouds,55.44,79,99,9.98,0,0
371,Harper,LR,2021-06-25 15:25:04,4.375,-7.7169,Rain,heavy intensity rain,75.0,94,100,7.07,0,0
372,Steinbach,DE,2021-06-25 15:25:05,50.1667,8.5667,Clouds,few clouds,74.19,57,20,10.36,0,0
373,Pombas,CV,2021-06-25 15:25:05,17.1503,-25.0201,Clouds,scattered clouds,76.78,74,35,15.05,0,0
374,Kalabo,ZM,2021-06-25 15:25:05,-14.97,22.6814,Clear,clear sky,82.26,22,2,4.18,0,0
375,Canatlan,MX,2021-06-25 15:25:06,24.5167,-104.7833,Clouds,scattered clouds,68.32,59,45,3.24,0,0
376,Saint-Pierre,RE,2021-06-25 15:25:06,-21.3393,55.4781,Clouds,few clouds,69.48,81,20,8.05,0,0
377,Port Hardy,CA,2021-06-25 15:25:06,50.6996,-127.4199,Clouds,few clouds,57.38,88,20,4.61,0,0
378,Vysokogornyy,RU,2021-06-25 15:25:07,50.1167,139.15,Clouds,overcast clouds,59.41,99,100,2.46,0,0
379,Yeppoon,AU,2021-06-25 15:25:07,-23.1333,150.7333,Clouds,overcast clouds,65.98,92,100,8.34,0,0
380,Olafsvik,IS,2021-06-25 15:25:07,64.8945,-23.7142,Rain,light rain,49.5,95,100,29.15,0,0
381,Shetpe,KZ,2021-06-25 15:25:08,44.1667,52.1167,Clouds,broken clouds,101.07,11,63,8.01,0,0
382,Korla,CN,2021-06-25 15:25:08,41.7597,86.1469,Clouds,few clouds,78.6,23,16,16.51,0,0
383,Bartica,GY,2021-06-25 15:25:08,6.4,-58.6167,Clouds,broken clouds,77.32,75,73,4.14,0,0
384,Broome,US,2021-06-25 15:25:09,42.2506,-75.833,Clear,clear sky,76.06,61,1,1.99,0,0
385,San Jose,US,2021-06-25 15:22:34,37.3394,-121.895,Clouds,overcast clouds,64.54,78,90,4.61,0,0
386,Rassvet,RU,2021-06-25 15:25:09,46.8333,40.75,Clear,clear sky,91.38,52,7,6.71,0,0
387,Kaduqli,SD,2021-06-25 15:25:10,11.0167,29.7167,Rain,heavy intensity rain,74.23,78,75,26.64,0,0
388,Maniitsoq,GL,2021-06-25 15:25:10,65.4167,-52.9,Clouds,overcast clouds,43.32,79,100,9.75,0,0
389,Ouadda,CF,2021-06-25 15:25:10,8.0777,22.4007,Clouds,broken clouds,88.23,48,75,4.56,0,0
390,Owando,CG,2021-06-25 15:25:11,-0.4819,15.8999,Clouds,overcast clouds,89.26,41,93,3.44,0,0
391,Fairbanks,US,2021-06-25 15:23:53,64.8378,-147.7164,Clouds,broken clouds,60.76,68,75,4.61,0,0
392,Tiarei,PF,2021-06-25 15:25:11,-17.5333,-149.3333,Clouds,few clouds,78.82,79,15,14.09,0,0
393,Kysyl-Syr,RU,2021-06-25 15:25:12,63.8986,122.7617,Clouds,few clouds,60.42,95,24,2.71,0,0
394,Umm Kaddadah,SD,2021-06-25 15:25:12,13.6017,26.6876,Clouds,scattered clouds,100.8,17,34,8.68,0,0
395,Beira,MZ,2021-06-25 15:25:12,-19.8436,34.8389,Clouds,few clouds,73.49,88,20,8.05,0,0
396,Karak,JO,2021-06-25 15:25:13,31.1667,35.75,Clear,clear sky,86.72,22,0,9.78,0,0
397,Erzin,TR,2021-06-25 15:25:13,36.9559,36.2,Clear,clear sky,90.12,66,0,9.62,0,0
398,Kulachi,PK,2021-06-25 15:25:13,31.9286,70.4592,Clear,clear sky,104.63,16,1,4.97,0,0
399,Freeport,US,2021-06-25 15:25:14,40.6576,-73.5832,Clouds,overcast clouds,77.97,76,90,3.0,0,0
400,Naryan-Mar,RU,2021-06-25 15:25:14,67.6713,53.087,Clouds,scattered clouds,59.5,40,41,13.42,0,0
401,Asau,RO,2021-06-25 15:25:14,46.4333,26.4,Clouds,broken clouds,85.28,87,71,9.22,0,0
402,Mundo Nuevo,MX,2021-06-25 15:25:15,18.7,-95.5,Clouds,overcast clouds,80.24,77,100,4.97,0,0
403,Siguiri,GN,2021-06-25 15:25:15,11.6667,-9.5,Clouds,broken clouds,98.67,25,83,9.91,0,0
404,Perpignan,FR,2021-06-25 15:25:15,42.75,2.75,Clear,clear sky,87.01,28,0,11.5,0,0
405,Nedjo,ET,2021-06-25 15:25:16,9.5046,35.5019,Rain,light rain,65.5,91,95,4.34,0,0
406,Mpika,ZM,2021-06-25 15:25:16,-11.8343,31.4529,Clear,clear sky,68.45,42,2,8.7,0,0
407,Albury,AU,2021-06-25 15:25:16,-36.0833,146.9167,Clouds,overcast clouds,49.91,97,90,3.44,0,0
408,Leningradskiy,RU,2021-06-25 15:25:17,69.3833,178.4167,Clouds,overcast clouds,34.05,80,85,9.51,0,0
409,Chokwe,MZ,2021-06-25 15:25:17,-24.5333,32.9833,Clear,clear sky,75.45,36,0,5.77,0,0
410,Labuan,MY,2021-06-25 15:25:17,5.2767,115.2417,Rain,moderate rain,80.96,94,20,0.0,0,0
411,Burgersdorp,ZA,2021-06-25 15:25:18,-30.9977,26.3286,Clear,clear sky,60.66,33,0,21.32,0,0
412,Manaus,BR,2021-06-25 15:22:13,-3.1019,-60.025,Clouds,scattered clouds,86.5,74,40,3.44,0,0
413,Bauchi,NG,2021-06-25 15:25:18,10.5,10.0,Clouds,scattered clouds,94.64,32,48,8.19,0,0
414,Kalemie,CD,2021-06-25 15:25:19,-5.9475,29.1947,Clouds,few clouds,77.85,55,15,7.18,0,0
415,Shingu,JP,2021-06-25 15:25:19,33.7333,135.9833,Clouds,overcast clouds,71.91,92,96,3.51,0,0
416,Gadag,IN,2021-06-25 15:25:19,15.4167,75.6167,Clouds,overcast clouds,74.98,70,99,19.13,0,0
417,Ust-Omchug,RU,2021-06-25 15:25:20,61.15,149.6333,Clouds,scattered clouds,50.0,78,49,5.35,0,0
418,Avera,US,2021-06-25 15:25:21,33.194,-82.5271,Clouds,broken clouds,80.47,41,76,10.27,0,0
419,Milkovo,RU,2021-06-25 15:25:22,54.7167,158.6167,Clouds,broken clouds,39.07,93,84,5.82,0,0
420,Nanortalik,GL,2021-06-25 15:25:22,60.1432,-45.2371,Clouds,broken clouds,44.78,77,51,8.86,0,0
421,Cooma,AU,2021-06-25 15:25:22,-36.2333,149.1333,Clouds,broken clouds,35.37,93,61,4.61,0,0
422,Margate,GB,2021-06-25 15:25:23,51.3813,1.3862,Clouds,overcast clouds,68.76,79,100,7.0,0,0
423,Komsomolskiy,UZ,2021-06-25 15:25:23,40.4272,71.7189,Clear,clear sky,86.72,19,1,23.02,0,0
424,Wajima,JP,2021-06-25 15:25:23,37.4,136.9,Clouds,broken clouds,67.87,87,64,6.04,0,0
425,Havoysund,NO,2021-06-25 15:25:24,70.9963,24.6622,Clouds,few clouds,49.08,82,24,23.8,0,0
426,Clyde River,CA,2021-06-25 15:25:24,70.4692,-68.5914,Clouds,broken clouds,44.83,87,75,4.61,0,0
427,Tocopilla,CL,2021-06-25 15:25:24,-22.092,-70.1979,Clouds,overcast clouds,63.57,67,90,5.06,0,0
428,Pauini,BR,2021-06-25 15:25:25,-7.7136,-66.9764,Clear,clear sky,89.46,44,3,0.56,0,0
429,Vila Velha,BR,2021-06-25 15:25:25,-20.3297,-40.2925,Clouds,few clouds,80.55,57,20,11.5,0,0
430,Mafinga,TZ,2021-06-25 15:25:25,-7.25,35.0667,Clear,clear sky,79.65,28,7,2.1,0,0
431,Dabakala,CI,2021-06-25 15:25:26,8.3667,-4.4333,Rain,moderate rain,83.46,70,91,4.14,0,0
432,Hamina,FI,2021-06-25 15:25:26,60.5697,27.1979,Rain,light rain,78.08,83,87,2.53,0,0
433,Paris,FR,2021-06-25 15:25:21,48.8534,2.3488,Clouds,broken clouds,71.22,79,75,1.99,0,0
434,Samarai,PG,2021-06-25 15:25:27,-10.6167,150.6667,Rain,heavy intensity rain,78.31,85,100,12.8,0,0
435,Hovd,MN,2021-06-25 15:25:27,48.0056,91.6419,Clouds,overcast clouds,63.45,30,100,5.77,0,0
436,Yinchuan,CN,2021-06-25 15:25:27,38.4681,106.2731,Clouds,broken clouds,84.38,26,73,3.18,0,0
437,Prince Rupert,CA,2021-06-25 15:24:30,54.3161,-130.3201,Clouds,broken clouds,64.49,82,75,4.61,0,0
438,Karratha,AU,2021-06-25 15:25:28,-20.7377,116.8463,Clouds,few clouds,61.72,41,16,13.44,0,0
439,Terme,TR,2021-06-25 15:25:28,41.2092,36.9739,Clouds,overcast clouds,75.13,75,100,4.45,0,0
440,Centralia,US,2021-06-25 15:25:29,46.7162,-122.9543,Clear,clear sky,73.4,81,1,5.75,0,0
441,Yining,CN,2021-06-25 15:25:29,29.0361,114.5636,Clouds,overcast clouds,76.93,94,100,0.67,0,0
442,Sao Joao Da Barra,BR,2021-06-25 15:25:29,-21.6403,-41.0511,Clear,clear sky,77.09,65,2,15.23,0,0
443,Porto-Vecchio,FR,2021-06-25 15:25:30,41.591,9.2795,Clear,clear sky,85.66,42,0,17.27,0,0
